ID_0,NAME_0,OCCUPANCY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD,ID_1,NAME_1,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
CAN,Canada,Com,809060115.6162,634065,498067871702,902930196966,553408762394,134473.6,1954406831062,,,1275.98923709115,2415.650942789926
CAN,Canada,Ind,114709791.0017,85526,81918396828,170529056304,63072387160,1273.4,315519840292,,,1341.2271239354116,2750.5920596379083
CAN,Canada,Res,2561765950.4529,8871949,319605167667,2840164203735,799013743594,34898777.4,3958783114996,,,288.748949126387,1545.3336454472426
CAN,Canada,Com,10144044.429,9063,5257298604,9530775079,5841442109,1846.6,20629515792,10,Newfoundland and Labrador,1119.2810801059252,2033.6578705258746
CAN,Canada,Ind,1088212.3573,817,666557726,1382929446,511494419,8.9,2560981591,10,Newfoundland and Labrador,1331.9612696450429,2353.3840374264237
CAN,Canada,Res,45539616.8787,181579,4481156764,37791786856,11202895485,512087.1,53475839105,10,Newfoundland and Labrador,250.79781736158918,1174.2707288785286
CAN,Canada,Com,3513437.7942,2994,1875156500,3399407485,2083507136,1020.6,7358071121,11,Prince Edward Island,1173.492917234469,2094.2653753957848
CAN,Canada,Ind,516939.5159,376,351755601,733510759,271298499,0.2,1356564859,11,Prince Edward Island,1374.839138031915,2624.22356441101
CAN,Canada,Res,12577304.8608,47136,1189957268,10412597033,2974894329,137293.6,14577448630,11,Prince Edward Island,266.8301268839104,1159.0280104789301
CAN,Canada,Com,20720046.5122,17882,10859321733,19686495109,12065912605,5311.7,42611729447,12,Nova Scotia,1158.709680807516,2056.546032457511
CAN,Canada,Ind,2740658.589,2025,1705387062,3579579966,1323954219,11.5,6608921247,12,Nova Scotia,1353.411648888889,2411.435438739356
CAN,Canada,Res,78340681.8227,302064,7389751478,63732479032,18474384239,914095.2,89596614749,12,Nova Scotia,259.3512693425896,1143.679282135613
CAN,Canada,Com,17503921.6467,15932,8509660074,15426871850,9455177269,4390.1,33391709193,13,New Brunswick,1098.6644267323625,1907.6701705469136
CAN,Canada,Ind,2637005.9667,1912,1743161609,3625401969,1340902073,11.8,6709465651,13,New Brunswick,1379.1872210774059,2544.34981783388
CAN,Canada,Res,64609023.3221,254398,6054303911,52146655108,15135763296,740841.7,73336722315,13,New Brunswick,253.96828324947523,1135.0848309436467
CAN,Canada,Com,160861720.9072,133355,91156389249,165254290833,101284862615,31739.5,357695542697,24,Quebec,1206.2668884346294,2223.6212610416624
CAN,Canada,Ind,22697731.7616,16436,15716545093,32532278405,12032486367,107.4,60281309865,24,Quebec,1380.9766221465077,2655.8296881005467
CAN,Canada,Res,660006021.2983,1966125,75018373444,705347314452,187546118117,8112244.3,967911806013,24,Quebec,335.68873866020726,1466.5196600919148
CAN,Canada,Com,289159749.3799,229806,185193146934,335730302756,205770161507,41978.6,726693611197,35,Ontario,1258.2776314800308,2513.1215971634597
CAN,Canada,Ind,43240635.6553,31620,31163971011,64972922680,24031078954,160.6,120167972645,35,Ontario,1367.5090340069576,2779.0519455573967
CAN,Canada,Res,880261648.9687,3197056,111058068498,960752724050,277645517739,13386094.5,1349456310287,35,Ontario,275.33507357040355,1533.0172703400183
CAN,Canada,Com,27722176.7278,22386,16060163229,29114920055,17844626746,9684.0,63019710030,46,Manitoba,1238.3711573215403,2273.2598038307497
CAN,Canada,Ind,3939089.1367,2938,2503279492,5241960065,1938806967,20.5,9684046524,46,Manitoba,1340.738303846154,2458.4481812749427
CAN,Canada,Res,92282253.3582,362460,11637840029,97905527739,29094619460,1257585.3,138637987228,46,Manitoba,254.59982717596424,1502.325552128284
CAN,Canada,Com,45448819.1407,32868,26399691146,47859100297,29332995300,8417.5,103591786743,47,Saskatchewan,1382.7680157204575,2279.306452876181
CAN,Canada,Ind,3718964.2859,2958,2295299168,4812581810,1779995787,108.3,8887876765,47,Saskatchewan,1257.2563508789722,2389.8795690771494
CAN,Canada,Res,89118186.619,353487,12863014743,106683144916,32157579596,1078273.8,151703739255,47,Saskatchewan,252.11163810550318,1702.2758766801114
CAN,Canada,Com,104771034.6538,76944,60005417112,108781785056,66672705489,13279.2,235459907657,48,Alberta,1361.6530808614057,2247.375989318437
CAN,Canada,Ind,16150705.9809,13271,10959153694,22751799470,8415048270,725.6,42126001434,48,Alberta,1216.9923879813127,2608.307121918922
CAN,Canada,Res,291419539.9965,1096898,36558183669,314587939211,91395587394,4038764.3,442541710274,48,Alberta,265.6760610343897,1518.5725373093203
CAN,Canada,Com,125772673.3252,90502,90641898448,164321593119,100713228195,16229.9,355676719762,59,British Columbia,1389.722584309739,2827.9332096436888
CAN,Canada,Ind,17664139.9551,12920,14637059330,30526103698,11290476739,110.7,56453639767,59,British Columbia,1367.1934949767801,3195.9461321353874
CAN,Canada,Res,339390649.0532,1083068,52270631610,481127130228,130676664345,4611760.2,664074426183,59,British Columbia,313.3604252486455,1956.6668322641538
CAN,Canada,Com,1170041.1123,877,707687146,1282942131,786319326,76.0,2776948603,60,Yukon,1334.140378905359,2373.3769470213174
CAN,Canada,Ind,140426.0783,117,83143033,175513267,64915851,4.9,323572151,60,Yukon,1200.2228914529915,2304.216958254256
CAN,Canada,Res,3318434.5617,11875,470145343,4127157881,1175365429,35407.8,5772668653,60,Yukon,279.44712098526315,1739.5758589383547
CAN,Canada,Com,1679799.3297,982,1068897303,1937767402,1187663852,357.1,4194328557,61,Northwest Territories,1710.5899487780039,2496.922389979211
CAN,Canada,Ind,126109.4513,102,65967510,138812196,51341488,3.0,256121194,61,Northwest Territories,1236.3671696078432,2030.943687089058
CAN,Canada,Res,3042805.6814,10218,424021282,3773980024,1060054548,40429.9,5258055854,61,Northwest Territories,297.7887728909767,1728.0288012282006
CAN,Canada,Com,592650.6575,474,333144224,603945794,370160245,142.8,1307250263,62,Nunavut,1250.3178428270041,2205.7686876015996
CAN,Canada,Ind,49172.2678,34,27116499,55662573,20587527,0.0,103366599,62,Nunavut,1446.2431705882354,2102.132027353841
CAN,Canada,Res,1859784.0314,5585,189719628,1775767205,474299617,33899.7,2439786450,62,Nunavut,332.99624555058193,1311.865468682075
